# Constructed from biom file
#OTU ID	CL.10	CL.12	CL.4	CL.6	CL.8	MSQ4.AG.009	MSQ4.AG.010	MSQ4.AG.011	MSQ6.AG.479	MSQ6.AG.480	MSQ6.AG.481
Pertussis	1467.0	7256.0	9824.0	60617.0	1196.0	102907.0	22371.0	31844.0	85265.0	18558.0	30229.0
Phagosome	372.0	664.0	768.0	269.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0
Phenylalanine metabolism	128360.0	145835.0	136082.0	211848.0	194953.0	183105.0	71912.0	80082.0	157171.0	55519.0	73560.0
Phenylalanine, tyrosine and tryptophan biosynthesis	700043.0	774506.0	648586.0	808313.0	1021354.0	350220.0	215529.0	218151.0	309539.0	158183.0	192520.0
Phenylpropanoid biosynthesis	81086.0	125752.0	88880.0	118550.0	84268.0	78307.0	43202.0	49777.0	67075.0	30591.0	41936.0
Phosphatidylinositol signaling system	54560.0	66296.0	56706.0	75090.0	86008.0	43272.0	23526.0	25327.0	39049.0	18449.0	23182.0
Phosphonate and phosphinate metabolism	57563.0	45393.0	46449.0	76143.0	102169.0	48222.0	25626.0	26389.0	42051.0	18820.0	23660.0
Phosphotransferase system (PTS)	167673.0	211900.0	203764.0	512997.0	183891.0	610934.0	156395.0	188966.0	506413.0	123179.0	179751.0
Photosynthesis	206361.0	306216.0	238731.0	232318.0	173321.0	103486.0	83625.0	78902.0	92485.0	58151.0	67460.0
Photosynthesis - antenna proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Photosynthesis proteins	207567.0	306705.0	239841.0	237203.0	174169.0	110156.0	84892.0	80686.0	98034.0	59261.0	69266.0
Phototransduction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phototransduction - fly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plant-pathogen interaction	123146.0	152650.0	107220.0	149040.0	159894.0	57544.0	39558.0	36434.0	50498.0	28070.0	32086.0
Polycyclic aromatic hydrocarbon degradation	76261.0	91215.0	74253.0	88495.0	97322.0	38360.0	26854.0	26784.0	34441.0	19551.0	23458.0
Polyketide sugar unit biosynthesis	145523.0	169231.0	145992.0	158342.0	197633.0	70154.0	60727.0	63711.0	63117.0	42136.0	52325.0
Pores ion channels	139663.0	198863.0	193108.0	309994.0	198354.0	360884.0	145579.0	176209.0	312048.0	112900.0	158964.0
Porphyrin and chlorophyll metabolism	568660.0	746302.0	560707.0	722462.0	591879.0	446860.0	248987.0	231690.0	382201.0	175627.0	206512.0
Prenyltransferases	190437.0	227524.0	198454.0	222338.0	262500.0	120428.0	84301.0	84449.0	109463.0	62298.0	74438.0
Primary bile acid biosynthesis	28199.0	31012.0	26804.0	28248.0	41425.0	6460.0	7138.0	8313.0	6642.0	5524.0	7226.0
Primary immunodeficiency	17126.0	35201.0	26834.0	31059.0	18276.0	17424.0	7291.0	8815.0	15024.0	5721.0	8097.0
Prion diseases	555.0	674.0	588.0	4297.0	1123.0	7130.0	1801.0	2217.0	5901.0	1477.0	2134.0
Progesterone-mediated oocyte maturation	30279.0	32981.0	26180.0	34375.0	40683.0	13982.0	10923.0	10376.0	12497.0	7723.0	8916.0
Propanoate metabolism	353365.0	338890.0	297840.0	460606.0	494127.0	338250.0	167634.0	172965.0	290544.0	122615.0	153227.0
Prostate cancer	30285.0	33253.0	26331.0	34440.0	40790.0	16246.0	13634.0	13859.0	14655.0	9564.0	11656.0
Proteasome	31779.0	35187.0	28870.0	35334.0	44575.0	13982.0	10923.0	10376.0	12497.0	7723.0	8916.0
Protein digestion and absorption	1987.0	8185.0	11201.0	3124.0	2804.0	5110.0	5964.0	7519.0	5007.0	4182.0	6157.0
Protein export	420853.0	470709.0	391615.0	491017.0	605124.0	214392.0	143496.0	142760.0	190660.0	104197.0	125363.0
Protein folding and associated processing	384032.0	433035.0	379113.0	540238.0	541454.0	403757.0	190900.0	202715.0	354987.0	147932.0	187035.0
Protein kinases	203320.0	232804.0	186175.0	314879.0	281989.0	233178.0	92917.0	98324.0	200122.0	72076.0	92175.0
Protein processing in endoplasmic reticulum	49022.0	51379.0	45480.0	53121.0	74203.0	21482.0	18429.0	18963.0	20423.0	13790.0	16592.0
Proximal tubule bicarbonate reclamation	19090.0	17177.0	20009.0	30925.0	36331.0	28929.0	13709.0	14021.0	25758.0	10786.0	13122.0
Purine metabolism	1527113.0	1695068.0	1446625.0	1832614.0	2204486.0	959226.0	593574.0	594603.0	841932.0	429060.0	519786.0
Pyrimidine metabolism	1293224.0	1424731.0	1219094.0	1488467.0	1854509.0	689659.0	485680.0	471277.0	603203.0	338831.0	401700.0
Pyruvate metabolism	816070.0	832513.0	731323.0	1042051.0	1198337.0	641743.0	342825.0	353882.0	556855.0	251558.0	313026.0
RIG-I-like receptor signaling pathway	393.0	436.0	480.0	370.0	1051.0	460.0	534.0	433.0	352.0	367.0	328.0
RNA degradation	281498.0	335841.0	289207.0	336642.0	378603.0	190750.0	133746.0	131760.0	170440.0	96092.0	114494.0
RNA polymerase	128262.0	138746.0	115880.0	138069.0	188637.0	53634.0	40816.0	37977.0	47793.0	28860.0	32822.0
RNA transport	107812.0	121552.0	95906.0	125424.0	132658.0	51431.0	29131.0	28971.0	45291.0	21941.0	26434.0
Regulation of actin cytoskeleton	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Renal cell carcinoma	3399.0	4993.0	4852.0	6939.0	7262.0	8021.0	2066.0	2383.0	7230.0	2113.0	2697.0
Renin-angiotensin system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Replication, recombination and repair proteins	496768.0	557177.0	466909.0	604093.0	703934.0	363083.0	236204.0	217792.0	320010.0	168522.0	191687.0
Restriction enzyme	138767.0	164608.0	135647.0	172054.0	185373.0	74137.0	44929.0	47633.0	64680.0	32353.0	41004.0
Retinol metabolism	32305.0	20505.0	21402.0	47537.0	62615.0	30524.0	8258.0	9641.0	26358.0	7623.0	9995.0
Rheumatoid arthritis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Riboflavin metabolism	129607.0	178282.0	144720.0	188886.0	153374.0	145841.0	77465.0	80757.0	126933.0	56489.0	71104.0
Ribosome	1706625.0	1869260.0	1605602.0	1881071.0	2465875.0	760524.0	577285.0	551435.0	676478.0	407146.0	473673.0
Ribosome Biogenesis	1035950.0	1157254.0	942041.0	1252156.0	1447566.0	619344.0	372590.0	369852.0	540897.0	269122.0	324484.0
Ribosome biogenesis in eukaryotes	36099.0	42052.0	37374.0	42721.0	51151.0	20601.0	12125.0	12114.0	17984.0	8772.0	10651.0
Salivary secretion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Secondary bile acid biosynthesis	28165.0	30958.0	26739.0	28231.0	41410.0	6460.0	7138.0	8313.0	6642.0	5524.0	7226.0
Secretion system	753589.0	920451.0	719254.0	1301522.0	1073444.0	1023118.0	396140.0	419363.0	876603.0	305772.0	392494.0
Selenocompound metabolism	250263.0	278311.0	237350.0	311527.0	340123.0	201777.0	103377.0	107341.0	176350.0	77676.0	97115.0
Sesquiterpenoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shigellosis	2.0	34.0	0.0	4.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0
Signal transduction mechanisms	329448.0	364015.0	288684.0	427987.0	434422.0	267187.0	137787.0	135295.0	232809.0	102508.0	122908.0
Small cell lung cancer	1.0	289.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingolipid metabolism	119201.0	174880.0	149049.0	147798.0	150049.0	94764.0	92367.0	105924.0	88606.0	65075.0	85847.0
Spliceosome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sporulation	796299.0	767487.0	580988.0	790378.0	1124370.0	105092.0	168223.0	125493.0	90400.0	105310.0	98403.0
Staphylococcus aureus infection	1102.0	1804.0	1671.0	1514.0	1437.0	627.0	724.0	613.0	578.0	532.0	507.0
Starch and sucrose metabolism	791802.0	890869.0	725441.0	1007048.0	1096803.0	519600.0	302814.0	323218.0	449229.0	216535.0	276796.0
Steroid biosynthesis	6.0	6.0	3.0	1.0	0.0	3969.0	2373.0	1758.0	4875.0	2897.0	2639.0
Steroid hormone biosynthesis	1738.0	7739.0	10172.0	6580.0	1222.0	24541.0	19291.0	23373.0	23824.0	14964.0	19909.0
Stilbenoid, diarylheptanoid and gingerol biosynthesis	0.0	0.0	0.0	0.0	0.0	103.0	93.0	81.0	139.0	112.0	102.0
Streptomycin biosynthesis	233506.0	257019.0	224888.0	279024.0	341466.0	143319.0	101170.0	108122.0	127807.0	72511.0	91410.0
Styrene degradation	12052.0	10663.0	13848.0	26705.0	14875.0	38435.0	12441.0	13195.0	32753.0	9902.0	12808.0
Sulfur metabolism	169233.0	229547.0	184314.0	235685.0	205197.0	169904.0	92379.0	97831.0	152299.0	71240.0	89351.0
Sulfur relay system	171286.0	203872.0	159933.0	257920.0	206733.0	195211.0	88403.0	90114.0	168639.0	66819.0	82187.0
Synthesis and degradation of ketone bodies	26068.0	35379.0	22614.0	35569.0	24477.0	27187.0	14871.0	13209.0	23071.0	10253.0	11687.0
Systemic lupus erythematosus	2.0	2.0	1.0	0.0	0.0	1323.0	791.0	586.0	1625.0	966.0	880.0
TGF-beta signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Taurine and hypotaurine metabolism	56234.0	75286.0	69923.0	78772.0	78596.0	61840.0	33720.0	35815.0	54517.0	25214.0	31903.0
Terpenoid backbone biosynthesis	412809.0	480945.0	401529.0	467548.0	585207.0	200420.0	151466.0	144732.0	178276.0	106756.0	124185.0
Tetracycline biosynthesis	123683.0	107362.0	96452.0	133767.0	180901.0	63780.0	48280.0	45358.0	55580.0	32988.0	37777.0
Thiamine metabolism	361079.0	434176.0	348302.0	426361.0	471789.0	212213.0	135687.0	134779.0	186471.0	97688.0	117375.0
Tight junction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Toluene degradation	18715.0	35396.0	31412.0	62736.0	12413.0	89398.0	31015.0	36718.0	78098.0	25267.0	34970.0
Toxoplasmosis	1.0	289.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Transcription factors	1296640.0	1369322.0	1109844.0	1945518.0	1853492.0	1386444.0	595147.0	618695.0	1170430.0	433842.0	553082.0
Transcription machinery	634994.0	757349.0	623626.0	716472.0	842992.0	363753.0	329819.0	314645.0	331342.0	228717.0	264390.0
Transcription related proteins	2299.0	3973.0	4590.0	13403.0	1490.0	21027.0	4214.0	5593.0	17845.0	3961.0	5852.0
Translation factors	374298.0	420354.0	361808.0	426768.0	539287.0	199047.0	140587.0	137785.0	176536.0	100061.0	118848.0
Translation proteins	695997.0	750475.0	633726.0	830672.0	1026113.0	407070.0	250855.0	244995.0	355952.0	180486.0	214697.0
Transporters	4469546.0	4985350.0	4053524.0	6474332.0	6026468.0	4513945.0	1956069.0	2015396.0	3833494.0	1443229.0	1826024.0
Tropane, piperidine and pyridine alkaloid biosynthesis	76992.0	97245.0	84858.0	107813.0	119374.0	72007.0	43236.0	43411.0	62280.0	30244.0	37215.0
Tryptophan metabolism	65715.0	75683.0	63156.0	153692.0	77645.0	191806.0	60381.0	69302.0	163184.0	48721.0	66114.0
Tuberculosis	106535.0	125612.0	102514.0	122506.0	151876.0	52602.0	44910.0	42714.0	48006.0	31838.0	36364.0
Two-component system	873992.0	1124713.0	858034.0	1449356.0	1150377.0	1176461.0	532398.0	544215.0	1010730.0	394651.0	494633.0
Type I diabetes mellitus	33645.0	39927.0	35674.0	37762.0	48294.0	16305.0	13683.0	13915.0	14716.0	9600.0	11715.0
Type II diabetes mellitus	47813.0	44350.0	37895.0	54764.0	76895.0	22508.0	14664.0	15355.0	19662.0	10476.0	13020.0
Tyrosine metabolism	247490.0	252175.0	225152.0	349405.0	383491.0	240364.0	111164.0	116366.0	206925.0	83050.0	104928.0
Ubiquinone and other terpenoid-quinone biosynthesis	37026.0	57203.0	54334.0	133602.0	50578.0	207507.0	71589.0	87127.0	181059.0	59818.0	83081.0
Ubiquitin system	900.0	3572.0	4993.0	9072.0	2109.0	16121.0	5217.0	6830.0	13880.0	4287.0	6237.0
VEGF signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Valine, leucine and isoleucine biosynthesis	596751.0	648612.0	559837.0	697361.0	860198.0	331349.0	205806.0	199025.0	292870.0	150371.0	177006.0
Valine, leucine and isoleucine degradation	117552.0	149132.0	122324.0	206409.0	147446.0	205769.0	87862.0	94608.0	176741.0	66203.0	85969.0
Various types of N-glycan biosynthesis	372.0	664.0	768.0	269.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0
Vascular smooth muscle contraction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vasopressin-regulated water reabsorption	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vibrio cholerae infection	372.0	664.0	768.0	269.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0
Vibrio cholerae pathogenic cycle	42430.0	52986.0	44537.0	63631.0	58617.0	45777.0	25253.0	23995.0	38536.0	17099.0	20504.0
Viral myocarditis	1.0	289.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Vitamin B6 metabolism	146491.0	156607.0	142006.0	190339.0	223527.0	108340.0	59695.0	63481.0	93869.0	43246.0	55206.0
Wnt signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xylene degradation	63502.0	52951.0	46549.0	84135.0	104953.0	44329.0	14644.0	15952.0	36781.0	11194.0	14803.0
Zeatin biosynthesis	33617.0	39807.0	35621.0	37743.0	48218.0	16283.0	13668.0	13899.0	14700.0	9592.0	11701.0
alpha-Linolenic acid metabolism	3458.0	675.0	36.0	11669.0	261.0	20456.0	4258.0	5755.0	17116.0	3786.0	5923.0
beta-Alanine metabolism	92743.0	120422.0	98254.0	155759.0	98038.0	154648.0	58369.0	66103.0	132217.0	45308.0	61039.0
beta-Lactam resistance	14493.0	27965.0	23318.0	28460.0	19774.0	24498.0	7705.0	9547.0	21297.0	6646.0	9136.0
mRNA surveillance pathway	744.0	1328.0	1536.0	538.0	440.0	0.0	0.0	0.0	0.0	0.0	0.0
mTOR signaling pathway	372.0	664.0	768.0	269.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0
p53 signaling pathway	1.0	289.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
